번호,지역1(시도),지역2(시군구),업종,호텔명(등록명칭),관광사업자명(법인명 or 개인명),영업상태(19.12.31기준),주소(도로명주소)
556,부산광역시,수영구,관광호텔,호텔 센트럴베이,㈜센트럴베이,영업중,부산광역시 수영구 광안해변로 189 (광안동)
557,부산광역시,수영구,소형호텔,브라운도트호텔,정지영,영업중,부산광역시 수영구 남천바다로33번길 31 (광안동)
558,부산광역시,수영구,소형호텔,오션투헤븐,안재원 외 1명,영업중,"부산광역시 수영구 광안해변로278번길 42, 오션브릿지 A동 5~6층 (민락동)"
559,부산광역시,수영구,호스텔,더뷰 호스텔,강태원,영업중,부산광역시 수영구 남천바다로33번길 47 (광안동)
560,부산광역시,수영구,호스텔,에이치라운지,정소영,영업중,"부산광역시 수영구 광안해변로 249, 7,9층 (민락동)"
561,부산광역시,수영구,호스텔,게스트하우스 어반,김경하,영업중,"부산광역시 수영구 광안해변로295번길 4-7, 2~4층 (민락동)"
562,부산광역시,수영구,호스텔,제이스테이,김민주,영업중,부산광역시 수영구 남천바다로 31-1 (광안동)
563,부산광역시,수영구,호스텔,벡스코호스텔,김쌍녀,영업중,부산광역시 수영구 광안해변로284번길 43 (민락동)
564,부산광역시,수영구,호스텔,SEASEE게스트하우스,박상진,영업중,부산광역시 수영구 광안해변로 191 (광안동)
565,부산광역시,수영구,호스텔,이화맨션,조영혜,영업중,"부산광역시 수영구 광안해변로 247, 6층 (민락동)"
566,부산광역시,수영구,호스텔,헤븐리 펜트하우스,정소영,영업중,부산광역시 수영구 민락수변로 13-1 (민락동)
567,부산광역시,수영구,호스텔,해피앤게스트하우스,송신해,영업중,"부산광역시 수영구 광남로 106, 3층 (광안동)"
568,부산광역시,수영구,호스텔,호텔미라주,이양미,영업중,"부산광역시 수영구 남천바다로33번길 15 (광안동, 미라쥬)"
569,부산광역시,수영구,호스텔,어반하우스,㈜상하,영업중,"부산광역시 수영구 민락수변로7번길 16, 6층 (민락동, 비치프라자)"
570,부산광역시,수영구,호스텔,B612 호스텔,박지봉,영업중,"부산광역시 수영구 광안해변로 179, 6층 (광안동)"
571,부산광역시,수영구,호스텔,페트라 호스텔,김수환,영업중,부산광역시 수영구 광안해변로295번길 4-11 (민락동)
572,부산광역시,수영구,호스텔,호텔더그랑 광안(호스텔),박향연,영업중,"부산광역시 수영구 광안해변로290번길 6, 2, 7층 (민락동)"
573,부산광역시,수영구,호스텔,솔게스트하우스 부산파티점,정성학,영업중,"부산광역시 수영구 광안로62번길 1, 3~4층 (광안동)"
574,부산광역시,수영구,호스텔,루크하우스,강영주,영업중,"부산광역시 수영구 남천바다로 31-1, 7~8층 (광안동, 광안동 AK빌딩)"
575,부산광역시,수영구,호스텔,커플라운지 호스텔,최하경,영업중,"부산광역시 수영구 광안해변로 237, 601호 (민락동, 테마타워)"
576,부산광역시,수영구,호스텔,몰디브호텔,정봉엽,영업중,"부산광역시 수영구 광남로 29, 3층 (남천동, 한사리빌딩)"
577,부산광역시,수영구,호스텔,GAD Guest House,조수범,영업중,"부산광역시 수영구 민락수변로 13, 2층 (민락동)"
578,부산광역시,수영구,호스텔,No25호스텔,윤제웅,영업중,부산광역시 수영구 광안해변로284번길 16 (민락동)
579,부산광역시,수영구,호스텔,피코블루,이병진,영업중,"부산광역시 수영구 광안해변로 247-1, 5층 (민락동, 행복빌딩)"
580,부산광역시,수영구,호스텔,레드 하우스,김미자,영업중,부산광역시 수영구 민락본동로11번길 79 (민락동)
581,부산광역시,수영구,호스텔,마레파티하우스,임금주 외 1 명,영업중,"부산광역시 수영구 민락수변로7번길 20,2층,7층(민락동)"
582,부산광역시,수영구,호스텔,누리호스텔,허태원 외 1 명,영업중,"부산광역시 수영구 남천바다로33번길 86, 7층 (광안동)"
583,부산광역시,수영구,호스텔,호스텔 휴,안혜경,영업중,"부산광역시 수영구 광남로 132, 6층 (광안동)"
584,부산광역시,수영구,호스텔,릴리하우스,박정희,영업중,"부산광역시 수영구 수영로464번길 22, 4층 (남천동)"
585,부산광역시,수영구,호스텔,더폼호스텔,홍순일,영업중,"부산광역시 수영구 민락본동로11번길 42, 9층 (민락동)"
586,부산광역시,수영구,호스텔,반 게스트하우스,김민근,영업중,부산광역시 수영구 광남로 158 (민락동)
587,부산광역시,수영구,호스텔,브라운도트 호텔 수영,김태훈 외 1명,영업중,부산광역시 수영구 망미번영로52번길 112 (수영동)
588,부산광역시,수영구,호스텔,언플랜드88,김민근,영업중,"부산광역시 수영구 민락수변로 15, 3~4층 (민락동)"
589,부산광역시,수영구,호스텔,오션스테이호텔,정남희,영업중,"부산광역시 수영구 광안해변로278번길 42, 오션브릿지 B동 7층 (민락동)"
590,부산광역시,수영구,호스텔,H7L 호스텔,박지봉,영업중,"부산광역시 수영구 광안해변로 179, 7층 (광안동)"
591,부산광역시,수영구,호스텔,라움103,추성숙,영업중,"부산광역시 수영구 민락수변로 103, 6층 (민락동)"
592,부산광역시,수영구,호스텔,스마일하우스,한진원,영업중,"부산광역시 수영구 민락수변로 7, OK타운 9층 (민락동)"
593,부산광역시,수영구,호스텔,옐로우라이트하우스,김도윤,영업중,"부산광역시 수영구 광안해변로370번길 9-32, 401호 (민락동)"
594,부산광역시,수영구,호스텔,브라운도트호텔 민락점,㈜리손,영업중,"부산광역시 수영구 광안해변로278번길 42, 오션브릿지 A동 13층 1302호 (민락동)"
595,부산광역시,수영구,호스텔,어반하우스펜트,한민경,영업중,"부산광역시 수영구 민락수변로 5, 성진회센터 9층 (민락동)"
596,부산광역시,수영구,호스텔,더베이클럽호텔,정옥자 외 2명,영업중,"부산광역시 수영구 광안해변로278번길 42, 오션브릿지 B동 1501호 (민락동)"
597,부산광역시,수영구,호스텔,더웨이브,이지현,영업중,"부산광역시 수영구 민락수변로 9, 5~6층 (민락동)"
598,부산광역시,수영구,호스텔,휴일,송선주,영업중,"부산광역시 수영구 민락수변로 9, 3~4층 (민락동)"
599,부산광역시,수영구,호스텔,뷰먼드,㈜이화인터내셔널,영업중,"부산광역시 수영구 광안해변로 161, 4~10, 12층 (광안동)"
600,부산광역시,수영구,호스텔,레지던스 다온채,㈜다온채,영업중,"부산광역시 수영구 광안해변로307번길 15, 다온채 지하1,지상7~11층 (민락동)"
601,부산광역시,금정구,관광호텔,호텔 G&G,노인순,영업중,부산 금정구 금정로 242(구서동)
602,부산광역시,영도구,관광호텔,베이하운드호텔,㈜한주디앤아이,영업중,부산광역시 영도구 태종로65번길 11(대교동1가)
603,부산광역시,남구,관광호텔,이데아(IDEA)관광호텔,"최은주,최환조",영업중,부산광역시 남구 유엔평화로 35 (대연동)
604,부산광역시,남구,관광호텔,지앤지(G&G)관광호텔,"권순해,권순옥",영업중,부산광역시 남구 유엔평화로4번길 34 (대연동)
605,부산광역시,서구,관광호텔,부산비치관광호텔,세화산업㈜,영업중,부산 서구 등대로 113 (남부민동)
606,부산광역시,서구,관광호텔,송도비치관광호텔,김종원,휴업중,부산 서구 암남공원로 9 (암남동)
607,부산광역시,서구,관광호텔,뉴엔송도호텔,소진해운㈜,영업중,부산 서구 충무대로 16 (암남동)
608,부산광역시,서구,관광호텔,페어필드 바이 메리어트 부산송도비치 호텔,㈜케이알에스,영업중,부산 서구 송도해변로 113 (암남동)
609,부산광역시,기장군,관광호텔,동부산관광호텔,(주)동부산관광호텔,영업중,부산광역시 기장군 장안읍 장안로 38
610,부산광역시,기장군,관광호텔,힐튼부산,(주)아난티코브,영업중,부산광역시 기장군 기장읍 기장해안로 268-32
611,부산광역시,기장군,관광호텔,하운드호텔 기장일광점,주식회사 블루캐슬,영업중,부산광역시 기장군 일광면 해송3로 2
612,부산광역시,기장군,관광호텔,브라운도트 호텔,브라운도트 호텔,영업중,부산광역시 기장군 정관읍 산단1로 98-31
613,부산광역시,기장군,호스텔,URBANE pool villa (어베인풀빌라),URBANE pool villa (어베인풀빌라),영업중,부산광역시 기장군 일광면 일역길 78-2
614,부산광역시,기장군,호스텔,연화리관광호텔,연화리관광호텔,영업중,부산광역시 기장군 기장읍 기장해안로 460
615,부산광역시,기장군,호스텔,타이드어웨이풀빌라,타이드어웨이풀빌라,영업중,부산광역시 기장군 기장읍 기장해안로 26
616,부산광역시,기장군,호스텔,테라스,테라스,영업중,부산광역시 기장군 일광면 기장해안로 1309-4
617,부산광역시,기장군,콘도미니엄,아난티펜트하우스 해운대,,영업중,14-Feb
618,부산광역시,기장군,콘도미니엄,해운대비치골프앤리조트,,영업중,15-Jan
619,부산광역시,북구,관광호텔,브라운도트호텔 덕천점,정경숙,영업중,부산 북구 금곡대로8번길 20(덕천동)
620,부산광역시,북구,관광호텔,브라운도트호텔 만덕점,케이케이씨보스㈜,영업중,부산 북구 만덕고개길 70(만덕동)
621,부산광역시,북구,호스텔,편한게스트하우스,김광호,영업중,부산 북구 만덕대로 84
622,부산광역시,사상구,관광호텔,㈜한도 호텔파라곤,㈜한도,영업중,부산광역시 사상구 광장로 46(괘법동)
623,부산광역시,중구,관광호텔,(주)코모도호텔,신경록 외 1 명,영업중,부산광역시 중구 중구로 151 (영주동)
624,부산광역시,중구,관광호텔,(주)부산관광호텔,최재원,영업중,부산광역시 중구 광복로97번길 23 (동광동2가)
625,부산광역시,중구,관광호텔,타워힐관광호텔,최용태,영업중,"부산광역시 중구 백산길 20 (동광동3가, 타워호텔)"
626,부산광역시,중구,관광호텔,호텔노아,이수천 외 1 명,영업중,부산광역시 중구 자갈치로47번길 3-1 (남포동5가)
627,부산광역시,중구,관광호텔,토요코인부산역Ⅱ,홍지명,영업중,부산광역시 중구 중앙대로 125 (대창동1가)
628,부산광역시,중구,관광호텔,스탠포드 인 부산,권용범,영업중,부산광역시 중구 구덕로 53 (남포동5가)
629,부산광역시,중구,관광호텔,넘버25호텔 대청점,정수아,영업중,부산광역시 중구 대청로 107 (대청동2가)
630,부산광역시,중구,관광호텔,로얄관광호텔,김기철,휴업중,부산광역시 중구 광복로67번길 8 (광복동2가)
631,부산광역시,중구,관광호텔,반달호텔,김태광,영업중,"부산광역시 중구 해관로 79-1 (중앙동4가, 반달호텔)"
632,부산광역시,중구,관광호텔,호텔 빌리,김홍빈,영업중,부산광역시 중구 보수대로106번길 5 (보수동3가)
633,부산광역시,중구,관광호텔,첵앤아웃호스텔,박배웅,영업중,"부산광역시 중구 초량중로 8-1, 2층 (영주동)"
634,부산광역시,중구,관광호텔,수이호스텔,김성수,영업중,부산광역시 중구 중앙대로41번길 3-1 (중앙동1가)
635,부산광역시,중구,관광호텔,브로시스 호텔,성락식,영업중,부산광역시 중구 구덕로48번길 4 (남포동4가)
636,부산광역시,사하구,관광호텔,라스베가스관광호텔,박춘기,영업중,부산광역시 사하구 낙동남로1405번길 14(하단동) 
637,부산광역시,사하구,관광호텔,브라운도트관광호텔,오언숙,영업중,부산광역시 사하구 낙동남로1423번길 47(하단동) 
638,부산광역시,사하구,관광호텔,레이어스호텔,㈜지원홀딩스,-,부산광역시 사하구 낙동남로 1395(하단동) 
639,부산광역시,동래구,관광호텔,㈜호텔 농심,서흥주,영업중,부산 동래구 금강공원로20번길 23
640,부산광역시,동래구,관광호텔,브라운도트 사직야구장점,김국선,영업중,부산 동래구 사직북로13번길 11
641,부산광역시,해운대구,관광호텔,(주)호텔일루아,허주희,영업중,부산광역시 해운대구 달맞이길 97
642,부산광역시,해운대구,관광호텔,3.6.9관광호텔,최봉희,영업중,부산광역시 해운대구 송정광어골로 70
643,부산광역시,해운대구,관광호텔,리베로호텔 (구 호텔리베라해운대),노태성,영업중,부산광역시 해운대구 구남로29번길 21
644,부산광역시,해운대구,관광호텔,베니키아해운대호텔마리안느,이종근,영업중,부산광역시 해운대구 해운대해변로 310
